word_en,word_pt,polarity
INCONSISTENCY,INCONSISTÊNCIAs;INCONSISTÊNCIA,-1
INCONSISTENT,INCONSISTENTE;INCONSISTENTEs,-1
INCONSISTENTLY,Inconsistentemente;Inconsistentementes,-1
INCONVENIENCE,INCONVENIENTE;INCONVENIENTEs,-1
INCONVENIENCES,Inconvenientes;Inconvenientess,-1
INCONVENIENT,INCONVENIENTE;INCONVENIENTEs,-1
INCORRECT,Incorreta;Incorreto;Incorretas;Incorretos,-1
INCORRECTLY,INCORRETAMENTE;INCORRETAMENTEs,-1
INCORRECTNESS,Incorreçãas;Incorreçãa;Incorreçãos;Incorreção,-1
INCREDIBLE,INCRÍVELs;INCRÍVEL,1
INCREDIBLY,Incrivelmentes;Incrivelmente,1
INDECENCY,INDECÊNCIAs;INDECÊNCIA,-1
INDECENT,INDECENTEs;INDECENTE,-1
INDEFEASIBLE,Indeterminada;Indeterminados;Indeterminadas;Indeterminado,-1
INDEFEASIBLY,Indefinidos;Indefinidas;Indefinida;Indefinido,-1
INDICT,Acusação;Acusaçãos;Acusaçãas;Acusaçãa,-1
INDICTABLE,Acusávels;Acusável,-1
INDICTED,Indiciados;Indiciado;Indiciadas;Indiciada,-1
INDICTING,Indicando;Indicanda;Indicandos;Indicandas,-1
INDICTMENT,ACUSAÇÃOs;ACUSAÇÃO,-1
INDICTMENTS,Acusações;Acusaçõess,-1
INEFFECTIVE,INEFICAZs;INEFICAZ,-1
INEFFECTIVELY,Ineficazmentes;Ineficazmente,-1
INEFFECTIVENESS,Ineficácios;Ineficácias;Ineficácio;Ineficácia,-1
INEFFICIENCIES,Ineficiênciass;Ineficiências,-1
INEFFICIENCY,INEFICIÊNCIAs;INEFICIÊNCIA,-1
INEFFICIENT,INEFICIENTE;INEFICIENTEs,-1
INEFFICIENTLY,Ineficientemente;Ineficientementes,-1
INELIGIBILITY,Inelegibilidades;Inelegibilidade,-1
INELIGIBLE,Inelegível;Inelegívels,-1
INEQUITABLE,Desigual;Desiguals,-1
INEQUITABLY,Desigualmente;Desigualmentes,-1
INEQUITIES,Desigualdadess;Desigualdades,-1
INEQUITY,Desigualdade;Desigualdades,-1
INEVITABLE,INEVITÁVEL;INEVITÁVELs,-1
INEXPERIENCE,INEXPERIÊNCIA;INEXPERIÊNCIAs,-1
INEXPERIENCED,INEXPERIENTE;INEXPERIENTEs,-1
INFERIOR,INFERIOR;INFERIORs,-1
INFLICTED,Infligido;Infligida;Infligidos;Infligidas,-1
INFLUENTIAL,INFLUENTEs;INFLUENTE,1
INFORMATIVE,INFORMATIVO;INFORMATIVOs,1
INFRACTION,INFRAÇÃOs;INFRAÇÃO,-1
INFRACTIONS,Infraçõess;Infrações,-1
INFRINGE,Infringir;Infringirs,-1
INFRINGED,Infringidas;Infringida;Infringido;Infringidos,-1
INFRINGEMENT,VIOLAÇÃOs;VIOLAÇÃO,-1
INFRINGEMENTS,Infraçõess;Infrações,-1
INFRINGES,Infringe;Infringes,-1
INFRINGING,Infrators;Infrator,-1
INGENUITY,CRIATIVIDADE;CRIATIVIDADEs,1
INHIBITED,Inibidas;Inibido;Inibida;Inibidos,-1
INIMICAL,Inimico;Inimicos;Inimicas;Inimica,-1
INJUNCTION,Liminar;Liminars,-1
INJUNCTIONS,Injunções;Injunçõess,-1
INJURE,FERIR;FERIRs,-1
INJURED,FERIDOs;FERIDO,-1
INJURES,Ferimentoss;Ferimentos,-1
INJURIES,Ferimentoss;Ferimentos,-1
INJURING,Ferinda;Ferindas;Ferindos;Ferindo,-1
INJURIOUS,PREJUDICIAL;PREJUDICIALs,-1
INJURY,FERIDAs;FERIDA,-1
INNOVATE,INOVARs;INOVAR,1
INNOVATED,Inovado;Inovados;Inovada;Inovadas,1
INNOVATES,Inovo;Inova;Inovas;Inovos,1
INNOVATING,Inovandos;Inovando;Inovanda;Inovandas,1
INNOVATION,INOVAÇÃOs;INOVAÇÃO,1
INNOVATIONS,Inovaçõess;Inovações,1
INNOVATIVE,Inovador;Inovadors,1
INNOVATIVENESS,Inovaçãa;Inovaçãas;Inovaçãos;Inovação,1
INNOVATOR,INOVADORs;INOVADOR,1
INNOVATORS,Inovadores;Inovadoress,1
INORDINATE,DESORDENADO;DESORDENADOs,-1
INORDINATELY,Excessivamentes;Excessivamente,-1
INQUIRY,INVESTIGAÇÃO;INVESTIGAÇÃOs,-1
INSECURE,INSEGURO;INSEGUROs,-1
INSENSITIVE,INSENSÍVELs;INSENSÍVEL,-1
INSIGHTFUL,Perspicaz;Perspicazs,1
INSOLVENCIES,Insolvênciass;Insolvências,-1
INSOLVENCY,INSOLVÊNCIAs;INSOLVÊNCIA,-1
INSOLVENT,INSOLVENTEs;INSOLVENTE,-1
INSPIRATION,INSPIRAÇÃOs;INSPIRAÇÃO,1
INSPIRATIONAL,Inspirador;Inspiradors,1
INSTABILITY,INSTABILIDADEs;INSTABILIDADE,-1
INSUBORDINATION,INSUBORDINAÇÃO;INSUBORDINAÇÃOs,-1
INSUFFICIENCY,INSUFICIÊNCIAs;INSUFICIÊNCIA,-1
INSUFFICIENT,INSUFICIENTE;INSUFICIENTEs,-1
INSUFFICIENTLY,Insuficientementes;Insuficientemente,-1
INSURRECTION,INSURREIÇÃO;INSURREIÇÃOs,-1
INSURRECTIONS,Insurreições;Insurreiçõess,-1
INTEGRITY,INTEGRIDADE;INTEGRIDADEs,1
INTENTIONAL,INTENCIONAL;INTENCIONALs,-1
INTERFERE,INTERFERIRs;INTERFERIR,-1
INTERFERED,Interferius;Interferiu,-1
INTERFERENCE,INTERFERÊNCIA;INTERFERÊNCIAs,-1
INTERFERENCES,Interferências;Interferênciass,-1
INTERFERES,Interferes;Interfere,-1
INTERFERING,Interferindos;Interferindas;Interferindo;Interferinda,-1
INTERMITTENT,INTERMITENTEs;INTERMITENTE,-1
INTERMITTENTLY,Intermitentementes;Intermitentemente,-1
INTERRUPT,INTERROMPER;INTERROMPERs,-1
INTERRUPTED,Interrompidas;Interrompidos;Interrompido;Interrompida,-1
INTERRUPTING,Interrompers;Interromper,-1
INTERRUPTION,INTERRUPÇÃOs;INTERRUPÇÃO,-1
INTERRUPTIONS,Interrupções;Interrupçõess,-1
INTERRUPTS,Interrompe;Interrompes,-1
INTIMIDATION,INTIMIDAÇÃO;INTIMIDAÇÃOs,-1
INTRUSION,INTRUSÃOs;INTRUSÃO,-1
INVALID,INVÁLIDO;INVÁLIDOs,-1
INVALIDATE,INVALIDAR;INVALIDARs,-1
INVALIDATED,Invalidado;Invalidada;Invalidados;Invalidadas,-1
INVALIDATES,Inválidoss;Inválidos,-1
INVALIDATING,Invalidador;Invalidadors,-1
INVALIDATION,INVALIDAÇÃOs;INVALIDAÇÃO,-1
INVALIDITY,INVALIDEZ;INVALIDEZs,-1
INVENT,INVENTARs;INVENTAR,1
INVENTED,Inventados;Inventado;Inventada;Inventadas,1
INVENTING,Inventanda;Inventandas;Inventandos;Inventando,1
INVENTION,INVENÇÃO;INVENÇÃOs,1
INVENTIONS,Invenções;Invençõess,1
INVENTIVE,Inventivas;Inventiva;Inventivo;Inventivos,1
INVENTIVENESS,Inventividades;Inventividade,1
INVENTOR,INVENTOR;INVENTORs,1
INVENTORS,Inventores;Inventoress,1
INVESTIGATE,INVESTIGAR;INVESTIGARs,-1
INVESTIGATED,Investigadas;Investigado;Investigada;Investigados,-1
INVESTIGATES,Investigas;Investiga;Investigo;Investigos,-1
INVESTIGATING,Investigandas;Investigando;Investigandos;Investiganda,-1
INVESTIGATION,INVESTIGAÇÃO;INVESTIGAÇÃOs,-1
INVESTIGATIONS,Investigaçõess;Investigações,-1
INVOLUNTARILY,Involuntariamentes;Involuntariamente,-1
INVOLUNTARY,INVOLUNTÁRIO;INVOLUNTÁRIOs,-1
IRRECONCILABLE,IRRECONCILIÁVEL;IRRECONCILIÁVELs,-1
IRRECONCILABLY,Irreconcilavelmentes;Irreconcilavelmente,-1
IRRECOVERABLE,IRRECUPERÁVEL;IRRECUPERÁVELs,-1
IRRECOVERABLY,Irrecuperável;Irrecuperávels,-1
IRREGULAR,IRREGULARs;IRREGULAR,-1
IRREGULARITIES,Irregularidades;Irregularidadess,-1
IRREGULARITY,IRREGULARIDADE;IRREGULARIDADEs,-1
IRREGULARLY,Irregularmentes;Irregularmente,-1
IRREPARABLE,IRREPARÁVEL;IRREPARÁVELs,-1
IRREPARABLY,Irreparavelmentes;Irreparavelmente,-1
IRREVERSIBLE,IRREVERSÍVELs;IRREVERSÍVEL,-1
JEOPARDIZE,Prejudicars;Prejudicar,-1
JEOPARDIZED,Prejudicados;Prejudicadas;Prejudicada;Prejudicado,-1
JUSTIFIABLE,JUSTIFICÁVEL;JUSTIFICÁVELs,-1
KICKBACK,Kickback;Kickbacks,-1
KICKBACKS,Kickbacks;Kickbackss,-1
KNOWINGLY,Conscientementes;Conscientemente,-1
LACK,FALTA;FALTAs,-1
LACKED,Falta;Faltas;Falto;Faltos,-1
LACKING,Faltandos;Faltandas;Faltando;Faltanda,-1
LACKLUSTER,Sem brilho;Sem brilha;Sem brilhas;Sem brilhos,-1
LACKS,Falta;Faltas;Falto;Faltos,-1
LAG,Atrasos;Atrasas;Atrasa;Atraso,-1
LAGGED,Atrasadas;Atrasados;Atrasado;Atrasada,-1
LAGGING,Atrasadas;Atrasados;Atrasado;Atrasada,-1
LAGS,Atrasos;Atrasas;Atrasa;Atraso,-1
LAPSE,LAPSO;LAPSOs,-1
LAPSED,Capidos;Capido;Capidas;Capida,-1
LAPSES,Lapsoss;Lapsos,-1
LAPSING,Lapsing;Lapsings,-1
LAUNDERING,Lavagem;Lavagems,-1
LAYOFF,DEMITIR;DEMITIRs,-1
LAYOFFS,Demissõess;Demissões,-1
LEADERSHIP,LIDERANÇAs;LIDERANÇA,1
LEADING,PRINCIPALs;PRINCIPAL,1
LIE,MENTIRAs;MENTIRA,-1
LIMITATION,LIMITAÇÃO;LIMITAÇÃOs,-1
LIMITATIONS,Limitaçõess;Limitações,-1
LINGERING,Persistente;Persistentes,-1
LIQUIDATE,LIQUIDAR;LIQUIDARs,-1
LIQUIDATED,Liquidada;Liquidado;Liquidadas;Liquidados,-1
LIQUIDATES,Liquidadoss;Liquidados,-1
LIQUIDATING,Liquidanda;Liquidandas;Liquidandos;Liquidando,-1
LIQUIDATION,LIQUIDAÇÃOs;LIQUIDAÇÃO,-1
LIQUIDATIONS,Liquidaçõess;Liquidações,-1
LIQUIDATOR,LIQUIDANTEs;LIQUIDANTE,-1
LIQUIDATORS,Liquidatários;Liquidatárioss,-1
LITIGANT,LITIGANTE;LITIGANTEs,-1
LITIGANTS,Litigantes;Litigantess,-1
LITIGATE,LITIGARs;LITIGAR,-1
LITIGATED,Litigada;Litigadas;Litigados;Litigado,-1
LITIGATES,Litigados;Litigadoss,-1
LITIGATING,Litigandos;Litigandas;Litigando;Litiganda,-1
LITIGATION,Litígios;Litígias;Litígia;Litígio,-1
LITIGATIONS,Litígioss;Litígios,-1
LOCKOUT,Bloqueias;Bloqueios;Bloqueia;Bloqueio,-1
LOCKOUTS,Bloqueioss;Bloqueios,-1
LOSE,PERDERs;PERDER,-1
LOSES,Perde;Perdes,-1
LOSING,Perdendos;Perdendo;Perdendas;Perdenda,-1
LOSS,PERDA;PERDAs,-1
LOSSES,PERDASs;PERDAS,-1
LOST,PERDIDO;PERDIDOs,-1
LOYAL,LEALs;LEAL,1
LUCRATIVE,LUCRATIVOs;LUCRATIVO,1
LYING,MENTINDOs;MENTINDO,-1
MALFEASANCE,PREVARICAÇÃOs;PREVARICAÇÃO,-1
MALFUNCTION,DEFEITUOSOs;DEFEITUOSO,-1
MALFUNCTIONED,Com defeito;Com defeitos;Com defeitas;Com defeita,-1
MALFUNCTIONING,Com defeito;Com defeitos;Com defeitas;Com defeita,-1
MALFUNCTIONS,Funcionárioss;Funcionários,-1
MALICE,MALÍCIA;MALÍCIAs,-1
MALICIOUS,MALICIOSOs;MALICIOSO,-1
MALICIOUSLY,MALICIOSAMENTEs;MALICIOSAMENTE,-1
MALPRACTICE,Negligêncios;Negligêncio;Negligências;Negligência,-1
MANIPULATE,MANIPULAR;MANIPULARs,-1
MANIPULATED,Manipulada;Manipulados;Manipulado;Manipuladas,-1
MANIPULATES,Manipulo;Manipulas;Manipula;Manipulos,-1
MANIPULATING,Manipulandos;Manipulandas;Manipulanda;Manipulando,-1
MANIPULATION,MANIPULAÇÃOs;MANIPULAÇÃO,-1
MANIPULATIONS,Manipulações;Manipulaçõess,-1
MANIPULATIVE,Manipulador;Manipuladors,-1
MARKDOWN,Markdowns;Markdown,-1
MARKDOWNS,Marcadas;Marcadass,-1
MERITORIOUS,MERITÓRIOs;MERITÓRIO,1
MISAPPLICATION,Aplicação incorreto;Aplicação incorreta;Aplicação incorretos;Aplicação incorretas,-1
MISAPPLICATIONS,Mis aplicações;Mis aplicaçõess,-1
MISAPPLIED,Aplicado mal;Aplicado mals,-1
MISAPPLIES,Apliques;Apliquess,-1
MISAPPLY,Apprestar erross;Apprestar erros,-1
MISAPPLYING,Aplicando erros;Aplicando erross,-1
MISAPPROPRIATE,Apropriados;Apropriada;Apropriadas;Apropriado,-1
MISAPPROPRIATED,Desviadas;Desviados;Desviado;Desviada,-1
MISAPPROPRIATES,Despropania errôneos;Despropania errôneoss,-1
MISAPPROPRIATING,Apaciando mal;Apaciando mals,-1
MISAPPROPRIATION,Apropriação incorretos;Apropriação incorreta;Apropriação incorreto;Apropriação incorretas,-1
MISAPPROPRIATIONS,Apacriações de apropriações;Apacriações de apropriaçõess,-1
MISBRANDED,Com marca incorreta;Com marca incorretos;Com marca incorretas;Com marca incorreto,-1
MISCALCULATE,Calcular mal;Calcular mals,-1
MISCALCULATED,Calculado mals;Calculado mal,-1
MISCALCULATES,Mal -calculaçõess;Mal -calculações,-1
MISCALCULATING,Calcular mal;Calcular mals,-1
MISCALCULATION,ERRO DE CÁLCULO;ERRO DE CÁLCULOs,-1
MISCALCULATIONS,Casculações errôneas;Casculações errôneass,-1
MISCHARACTERIZATION,Descaracterizaçãas;Descaracterização;Descaracterizaçãos;Descaracterizaçãa,-1
MISCHIEF,Travessura,-1
MISCLASSIFICATION,Classificação incorreta;Classificação incorreto;Classificação incorretas;Classificação incorretos,-1
MISCLASSIFICATIONS,Classificações incorretas;Classificações incorretass,-1
MISCLASSIFIED,Mal Classificado,-1
MISCLASSIFY,Classificar incorretamentes;Classificar incorretamente,-1
MISCOMMUNICATION,Falha de comunicaçãa;Falha de comunicaçãos;Falha de comunicaçãas;Falha de comunicação,-1
MISCONDUCT,Má Conduta,-1
MISDATED,Mal dada;Mal dado;Mal dados;Mal dadas,-1
MISDEMEANOR,Contravenção;Contravençãa;Contravençãos;Contravençãas,-1
MISDEMEANORS,Contravenções,-1
MISDIRECTED,Mal Direcionado,-1
MISHANDLE,Mishendles;Mishendle,-1
MISHANDLED,Mal Administrado,-1
MISHANDLES,Administra Mal,-1
MISHANDLING,Administrando Mal,-1
MISINFORM,Desinformar,-1
MISINFORMATION,Desinformação,-1
MISINFORMED,Desinformado,-1
MISINFORMING,Desinformando,-1
MISINFORMS,Desinforma,-1
MISINTERPRET,Interpretar Mal,-1
MISINTERPRETATION,Má interpretaçãos;Má interpretação;Má interpretaçãa;Má interpretaçãas,-1
MISINTERPRETATIONS,Interpretações errôneas;Interpretações errôneass,-1
MISINTERPRETED,Mal interpretados;Mal interpretada;Mal interpretado;Mal interpretadas,-1
MISINTERPRETING,Interpretando Mal,-1
MISINTERPRETS,Interpreta Mal,-1
MISJUDGE,Julgar Mal,-1
MISJUDGED,Julgado Mal,-1
MISJUDGES,Julga Mal,-1
MISJUDGING,Julgando Mal,-1
MISJUDGMENT,Julgamento errôneo;Julgamento errôneos;Julgamento errônea;Julgamento errôneas,-1
MISJUDGMENTS,Erros De Julgamento,-1
MISLABEL,Rotular Errado,-1
MISLABELED,Rotulado Errado,-1
MISLABELING,Marcando erros;Marcando erross,-1
MISLABELLED,Rotulado Incorretamente,-1
MISLABELS,Mis labelss;Mis labels,-1
MISLEAD,Enganar,-1
MISLEADING,Enganoso,-1
MISLEADINGLY,Enganosamente;Enganosamentes,-1
MISLEADS,Enganoss;Enganos,-1
MISLED,Enganado,-1
MISMANAGE,Administrar Mal,-1
MISMANAGED,Administrado Mal,-1
MISMANAGEMENT,Má Administração,-1
MISMANAGES,Administra Mal,-1
MISMANAGING,Administrando Mal,-1
MISMATCH,Incompatibilidade,-1
MISMATCHED,Incompatível,-1
MISMATCHES,Incompatibilidades;Incompatibilidadess,-1
MISMATCHING,Incompatibilizando,-1
MISPLACED,Extraviados;Extraviada;Extraviado;Extraviadas,-1
MISPRICE,Ousadios;Ousadias;Ousadia;Ousadio,-1
MISPRICING,Precificação Errada,-1
MISPRICINGS,Precificações Erradas,-1
MISREPRESENT,Deturpars;Deturpar,-1
MISREPRESENTATION,Deturpação,-1
MISREPRESENTATIONS,Deturpations;Deturpationss,-1
MISREPRESENTED,Deturpadas;Deturpados;Deturpada;Deturpado,-1
MISREPRESENTING,Deturpando,-1
MISREPRESENTS,Representa falsas;Representa falsass,-1
MISS,PERDERs;PERDER,-1
MISSED,Perdido,-1
MISSES,Perde,-1
MISSTATE,Declarar Errado,-1
MISSTATED,Declarou Errado,-1
MISSTATEMENT,Declaração Errada,-1
MISSTATEMENTS,Declarações Erradas,-1
MISSTATES,Declara Errado,-1
MISSTATING,Declarando Errado,-1
MISSTEP,Deslize,-1
MISSTEPS,Deslizes,-1
MISTAKE,ERRO;ERROs,-1
MISTAKEN,Enganado,-1
MISTAKENLY,Erroneamente,-1
MISTAKES,Erros,-1
MISTAKING,Confundindo,-1
MISTRIAL,Mistrial;Mistrials,-1
MISTRIALS,Julgamentos Nulos,-1
MISUNDERSTAND,Entender Mal,-1
MISUNDERSTANDING,Má Interpretação,-1
MISUNDERSTANDINGS,Más Interpretações,-1
MISUNDERSTOOD,Incompreendidas;Incompreendida;Incompreendido;Incompreendidos,-1
MISUSE,Uso Indevido,-1
MISUSED,Usado Indevidamente,-1
MISUSES,Uso mals;Uso mal,-1
MISUSING,Usando Indevidamente,-1
MONOPOLISTIC,Monopolista,-1
MONOPOLISTS,Monopolistas,-1
MONOPOLIZATION,Monopolizaçãas;Monopolizaçãa;Monopolização;Monopolizaçãos,-1
MONOPOLIZE,Monopolizar,-1
MONOPOLIZED,Monopolizadas;Monopolizado;Monopolizados;Monopolizada,-1
MONOPOLIZES,Monopoliza,-1
MONOPOLIZING,Monopolizando,-1
MONOPOLY,MONOPÓLIO;MONOPÓLIOs,-1
MORATORIA,Moratórias,-1
MORATORIUM,MORATÓRIAs;MORATÓRIA,-1
MORATORIUMS,Moratórias,-1
MOTHBALLED,Mothball;Mothballs,-1
MOTHBALLING,Inativação,-1
NEGATIVE,Negativo,-1
NEGATIVELY,NEGATIVAMENTE;NEGATIVAMENTEs,-1
NEGATIVES,Negativos;Negativoss,-1
NEGLECT,NEGLIGÊNCIAs;NEGLIGÊNCIA,-1
NEGLECTED,Negligenciado,-1
NEGLECTFUL,Desleixado,-1
NEGLECTING,Negligenciando,-1
NEGLECTS,Negligencia,-1
NEGLIGENCE,NEGLIGÊNCIAs;NEGLIGÊNCIA,-1
NEGLIGENCES,Negligênciass;Negligências,-1
NEGLIGENT,Negligente,-1
NEGLIGENTLY,Negligentemente,-1
NONATTAINMENT,Não tata;Não tatas;Não tato;Não tatos,-1
NONCOMPETITIVE,Não competitivas;Não competitivo;Não competitiva;Não competitivos,-1
NONCOMPLIANCE,Não conformidades;Não conformidade,-1
NONCOMPLIANCES,Não complicantes;Não complicantess,-1
NONCOMPLIANT,Não conformes;Não conforme,-1
NONCOMPLYING,Não complacente;Não complacentes,-1
NONCONFORMING,Não Conforme,-1
NONCONFORMITIES,Não -conformidades;Não -conformidadess,-1
NONCONFORMITY,Não conformidades;Não conformidade,-1
NONDISCLOSURE,Não divulgada;Não divulgados;Não divulgadas;Não divulgado,-1
NONFUNCTIONAL,Não Funcional,-1
NONPAYMENT,Sem pagamenta;Sem pagamentas;Sem pagamento;Sem pagamentos,-1
NONPAYMENTS,Não pagamentoss;Não pagamentos,-1
NONPERFORMANCE,Não desempenhos;Não desempenhas;Não desempenha;Não desempenho,-1
NONPERFORMANCES,Não desempenhos;Não desempenhas;Não desempenha;Não desempenho,-1
NONPERFORMING,Não -desempenha;Não -desempenhas;Não -desempenhos;Não -desempenho,-1
NONPRODUCING,Não produtors;Não produtor,-1
NONPRODUCTIVE,Não produtivos;Não produtivo;Não produtivas;Não produtiva,-1
NONRECOVERABLE,Não recovertávels;Não recovertável,-1
NONRENEWAL,Não renovaçãas;Não renovaçãos;Não renovação;Não renovaçãa,-1
NUISANCE,Incômodo;Incômoda;Incômodas;Incômodos,-1
NUISANCES,Incômodoss;Incômodos,-1
NULLIFICATION,ANULAÇÃO;ANULAÇÃOs,-1
NULLIFICATIONS,Nulificações;Nulificaçõess,-1
NULLIFIED,Anulada;Anulado;Anuladas;Anulados,-1
NULLIFIES,Anulos;Anula;Anulo;Anulas,-1
NULLIFY,ANULAR;ANULARs,-1
NULLIFYING,Nulantes;Nulante,-1
OBJECTED,Objetous;Objetou,-1
OBJECTING,Objetars;Objetar,-1
OBJECTION,OBJEÇÃO;OBJEÇÃOs,-1
OBJECTIONABLE,Censurávels;Censurável,-1
OBJECTIONABLY,Objetavelmentes;Objetavelmente,-1
OBJECTIONS,Objeçõess;Objeções,-1
OBSCENE,OBSCENO;OBSCENOs,-1
OBSCENITY,OBSCENIDADE;OBSCENIDADEs,-1
OBSOLESCENCE,Obsolescência;Obsolescêncio;Obsolescêncios;Obsolescências,-1
OBSOLETE,OBSOLETO;OBSOLETOs,-1
OBSTACLE,OBSTÁCULO;OBSTÁCULOs,-1
OBSTACLES,Obstáculoss;Obstáculos,-1
OBSTRUCT,OBSTRUIR;OBSTRUIRs,-1
OBSTRUCTED,OBSTRUÍDO;OBSTRUÍDOs,-1
OBSTRUCTING,Obstruçãos;Obstrução;Obstruçãa;Obstruçãas,-1
OBSTRUCTION,OBSTRUÇÃO;OBSTRUÇÃOs,-1
OBSTRUCTIONS,Obstruçõess;Obstruções,-1
OFFENCE,OFENSA;OFENSAs,-1
OFFENCES,Ofensas;Ofensass,-1
OFFEND,OFENDER;OFENDERs,-1
OFFENDED,Ofendida;Ofendido;Ofendidos;Ofendidas,-1
OFFENDER,Agressors;Agressor,-1
OFFENDERS,Infratoress;Infratores,-1
OFFENDING,Ofensiva;Ofensivas;Ofensivo;Ofensivos,-1
OFFENDS,Ofende;Ofendes,-1
OMISSION,OMISSÃOs;OMISSÃO,-1
OMISSIONS,Omissõess;Omissões,-1
OMIT,OMITIRs;OMITIR,-1
OMITS,Omites;Omite,-1
OMITTED,Omitida;Omitido;Omitidas;Omitidos,-1
OMITTING,Omitindos;Omitinda;Omitindas;Omitindo,-1
ONEROUS,Onerosa;Onerosos;Onerosas;Oneroso,-1
OPPORTUNISTIC,Oportunistas;Oportunista;Oportunisto;Oportunistos,-1
OPPORTUNISTICALLY,Oportunisticamentes;Oportunisticamente,-1
OPPORTUNITIES,Oportunidades;Oportunidadess,1
OPPORTUNITY,OPORTUNIDADE;OPORTUNIDADEs,1
OPPOSE,OPORs;OPOR,-1
OPPOSED,Opostas;Opostos;Oposta;Oposto,-1
OPPOSES,Se opõe;Se opões,-1
OPPOSING,Opondo -se;Opondo -ses,-1
OPPOSITION,OPOSIÇÃOs;OPOSIÇÃO,-1
OPPOSITIONS,Oposições;Oposiçõess,-1
OPTIMISTIC,OTIMISTA;OTIMISTAs,1
OUTAGE,Interrupçãos;Interrupçãa;Interrupçãas;Interrupção,-1
OUTAGES,Interrupções;Interrupçõess,-1
OUTDATED,Desatualizado;Desatualizadas;Desatualizados;Desatualizada,-1
OUTMODED,Superficials;Superficial,-1
OUTPERFORM,Superar;Superars,1
OUTPERFORMED,Superadas;Superados;Superado;Superada,1
OUTPERFORMING,Superanda;Superandos;Superandas;Superando,1
OUTPERFORMS,Supera -ses;Supera -se,1
OVERAGE,Excessos;Excessas;Excessa;Excesso,-1
OVERAGES,Overages;Overagess,-1
OVERBUILD,Overbuilds;Overbuild,-1
OVERBUILDING,Construção excessivo;Construção excessiva;Construção excessivos;Construção excessivas,-1
OVERBUILDS,Overbuilds;Overbuildss,-1
OVERBUILT,Overbuilt;Overbuilts,-1
OVERBURDEN,SOBRECARREGARs;SOBRECARREGAR,-1
OVERBURDENED,Sobrecarregada;Sobrecarregado;Sobrecarregados;Sobrecarregadas,-1
OVERBURDENING,Sobrecarregando;Sobrecarregandas;Sobrecarregandos;Sobrecarreganda,-1
OVERCAPACITIES,Overcapacitiess;Overcapacities,-1
OVERCAPACITY,Excesso de capacidade;Excesso de capacidades,-1
OVERCHARGE,SOBRECARGAs;SOBRECARGA,-1
OVERCHARGED,Sobrecarregada;Sobrecarregado;Sobrecarregados;Sobrecarregadas,-1
OVERCHARGES,Sobrecargo;Sobrecarga;Sobrecargos;Sobrecargas,-1
OVERCHARGING,Sobrecarregando;Sobrecarregandas;Sobrecarregandos;Sobrecarreganda,-1
OVERCOME,SUPERAR;SUPERARs,-1
OVERCOMES,Supera;Supero;Superos;Superas,-1
OVERCOMING,Superanda;Superandos;Superandas;Superando,-1
OVERDUE,ATRASADO;ATRASADOs,-1
OVERESTIMATE,Superestimars;Superestimar,-1
OVERESTIMATED,Superestimados;Superestimadas;Superestimada;Superestimado,-1
OVERESTIMATES,Superestima;Superestimo;Superestimas;Superestimos,-1
OVERESTIMATING,Superestimandos;Superestimando;Superestimanda;Superestimandas,-1
OVERESTIMATION,Superestimaçãos;Superestimaçãa;Superestimação;Superestimaçãas,-1
OVERESTIMATIONS,Superestimações;Superestimaçõess,-1
OVERLOAD,SOBRECARGAs;SOBRECARGA,-1
OVERLOADED,SOBRECARREGADOs;SOBRECARREGADO,-1
OVERLOADING,Sobrecargo;Sobrecarga;Sobrecargos;Sobrecargas,-1
OVERLOADS,Sobrecargo;Sobrecarga;Sobrecargos;Sobrecargas,-1
OVERLOOK,Ignorars;Ignorar,-1
OVERLOOKED,Esquecidos;Esquecido;Esquecida;Esquecidas,-1
OVERLOOKING,Ignoranda;Ignorando;Ignorandos;Ignorandas,-1
OVERLOOKS,Ignoras;Ignora;Ignoro;Ignoros,-1
OVERPAID,Pago em excessas;Pago em excesso;Pago em excessos;Pago em excessa,-1
OVERPAYMENT,Pagamento em excessa;Pagamento em excesso;Pagamento em excessas;Pagamento em excessos,-1
OVERPAYMENTS,Pagamentos em excessas;Pagamentos em excessos;Pagamentos em excessa;Pagamentos em excesso,-1
OVERPRODUCED,Superproduzidas;Superproduzida;Superproduzido;Superproduzidos,-1
OVERPRODUCES,Superproduces;Superproduce,-1
OVERPRODUCING,Superproducente;Superproducentes,-1
OVERPRODUCTION,SUPERPRODUÇÃO;SUPERPRODUÇÃOs,-1
OVERRUN,Ultrapassar,-1
OVERRUNNING,Ultrapassando,-1
OVERRUNS,Ultrapassagens,-1
OVERSHADOW,Ofuscar,-1
OVERSHADOWED,Ofuscado,-1
OVERSHADOWING,Ofuscando,-1
OVERSHADOWS,Ofusca,-1
OVERSTATE,Exagerar,-1
OVERSTATED,Exagerado,-1
OVERSTATEMENT,Exagero,-1
OVERSTATEMENTS,Exageros,-1
OVERSTATES,Exagera,-1
OVERSTATING,Exagerando,-1
OVERSUPPLIED,Superfornecido,-1
OVERSUPPLIES,Superfornece,-1
OVERSUPPLY,Superfornecimento,-1
OVERSUPPLYING,Superfornecendo,-1
OVERTLY,Abertamente,-1
OVERTURN,Anular,-1
OVERTURNED,Anulado,-1
OVERTURNING,Anulando,-1
OVERTURNS,Anula,-1
OVERVALUE,Supervalorizar,-1
OVERVALUED,Supervalorizado,-1
